FullAddress,SID,PID,EXID,Service,Latitude,Longitude,Company,_overlaps
7 LONGHORN RD MOORCROFT WY 82721,944563,,16,Outside of SAI,Null,Null,Worland,1
5 HOVE RD. MOORCROFT WY 82721,944102,,16,Outside of SAI,Null,Null,Worland,1
14 BLUE BIRD RD. MOORCROFT WY 82721,944100,,16,Outside of SAI,Null,Null,Worland,1
213 PINE RIDGE RD. MOORCROFT WY 82721,944101,,16,Outside of SAI,Null,Null,Worland,1
17773 US HIGHWAY 14 MOORCROFT WY 82721,942133,,16,Outside of SAI,Null,Null,Worland,1
25 FROSTY LN MOOCROFT WY 82721,940760,,16,Outside of SAI,Null,Null,Worland,1
3 LOFTY RIDGE LN MOORCROFT WY 82721,18195,,16,Outside of SAI,44.283124,-104.946174,Worland,1
32 JUNIPER HILLS RD MOORCROFT WY 82721,16960,,16,Outside of SAI,44.319507,-104.816703,Worland,1
Null,16762,,16,Outside of SAI,44.330054,-104.754078,Worland,1
248 OIL BUTTE CIR MOORCROFT WY 82721,18202,,16,Outside of SAI,44.457775,-104.873207,Worland,1
36 LONG HORN MOORCROFT WY 82721,18198,,16,Outside of SAI,44.301317,-104.798719,Worland,1
49 HB DR MOORCROFT WY 82721,18197,,16,Outside of SAI,44.29224,-104.944361,Worland,1
76 IRON RUN RD MOORCROFT WY 82721,18194,,16,Outside of SAI,44.307456,-104.746359,Worland,1
47 FROSTY LN MOORCROFT WY 82721,18190,,16,Outside of SAI,44.312082,-104.815094,Worland,1
516 D RD MOORCROFT WY 82721,18182,,16,Outside of SAI,44.349095,-104.958341,Worland,1
25 IRON RUN RD MOORCROFT WY 82721,18173,,16,Outside of SAI,44.313329,-104.747793,Worland,1
7 N DELTA DR MOORCROFT WY 82721,18163,,16,Outside of SAI,44.295402,-104.948343,Worland,1
13 LARKSPUR LN MOORCROFT WY 82721,18154,,16,Outside of SAI,44.323791,-104.814881,Worland,1
13 LONESOME DOVE LN MOORCROFT WY 82721,17463,,16,Outside of SAI,44.302146,-104.797057,Worland,1
61 JUNIPER HILLS RD MOORCROFT WY 82721,17462,,16,Outside of SAI,44.321956,-104.811961,Worland,1
Null,16727,,16,Outside of SAI,44.378021,-104.727897,Worland,1
Null,16623,,16,Outside of SAI,44.405854,-104.833242,Worland,1
8724 E SALT CREEK RD EDGERTON WY 82635,939082,,15,Outside of SAI,43.406993,-106.190193,Worland,1
11182 HWY 387 MIDWEST WY 82643,25637,,15,Outside of SAI,43.550719,-106.15749,Worland,1
38150 MIDWEST GAS PLANT RD MIDWEST WY 82643,25648,,15,Outside of SAI,43.395527,-106.304251,Worland,1
451 TISDALE MOUNTAIN RD MIDWEST WY 82643,25638,,15,Outside of SAI,43.494206,-106.515578,Worland,1
Null,25596,,15,Outside of SAI,43.35768,-106.288616,Worland,1
39089 HY 212 LAME DEER MT 59043,31690,,31,Outside of SAI,45.62746222,-106.7224502,Forsyth,1
WHAT STREET DUP-3 LAME DEER MT,31919,,31,Outside of SAI,45.62878552,-106.5106851,Forsyth,1
UNKNOWN DUP-35 LAME DEER MT 59043,31868,,31,Outside of SAI,45.62874442,-106.5045766,Forsyth,1
1909 SUSSEX RD KAYCEE WY 82639,16350,,14,Outside of SAI,43.703579,-106.308902,Worland,1
1279 ELKHORN RUN FOUR CORNERS WY 82715,944614,,17,Outside of SAI,Null,Null,Worland,1
2099 SUSSEX RD KAYCEE WY 82639,338278,,14,Outside of SAI,43.683825,-106.279568,Worland,1
Null,6344,,,Outside of SAI,Null,Null,,Null
312 TULLOCK CREEK RD BIGHORN MT 59010,39026,,30,Outside of SAI,46.12226664,-107.4398849,Forsyth,1
8 RIVER BEND RANCH LN BIGHORN MT 59010,38981,,30,Outside of SAI,46.12777778,-107.4622062,Forsyth,1
8 A RIVER BEND RANCH LN BIGHORN MT 59010,39271,,30,Outside of SAI,Null,Null,Forsyth,1
18 RIVER BEND RANCH LN BIGHORN MT 59010,39001,,,Outside of SAI,46.12225489,-107.469597,,Null
12 RIVER BEND RANCH LN BIGHORN MT 59010,39000,,,Outside of SAI,46.1241464,-107.4685137,,Null
10 RIVER BEND RANCH LN BIGHORN MT 59010,39025,,30,Outside of SAI,46.12646197,-107.4624964,Forsyth,1
474 TULLOCK CREEK RD BIGHORN MT 59010,39003,,30,Outside of SAI,46.10387061,-107.414567,Forsyth,1
586 TULLOCK CREEK RD BIGHORN MT 59010,39261,,30,Outside of SAI,46.09159486,-107.4081216,Forsyth,1
546 NNN RD INGOMAR MT 59039,934064,,,Outside of SAI,Null,Null,,Null
405 S 20TH ST W BILLINGS MT 59102,64583,,,Outside of SAI,Null,Null,,Null
5960 CUSTER FRONTAGE RD CUSTER MT 59024,64127,,,Outside of SAI,46.07247,-107.702806,,Null
Null,901422,,30,Outside of SAI,Null,Null,Forsyth,1
173 MACKLEY RD HYSHAM MT 59038,38693,,30,Outside of SAI,46.2795,-107.1179,Forsyth,1
TULLOCK CREEK RD TRLR BIG HORN MT 59010,38999,,30,Outside of SAI,46.0925762,-107.4007062,Forsyth,1
UNKNOWN DUP-100 HYSHAM MT 59038,39250,,30,Outside of SAI,46.10368128,-107.4164272,Forsyth,1
UNKNOWN DUP-57 HYSHAM MT 59038,39183,,30,Outside of SAI,46.08759424,-107.404495,Forsyth,1
UNKNOWN DUP-13 HYSHAM MT 59038,39115,,30,Outside of SAI,46.18358619,-107.2706123,Forsyth,1
CASTLE ROCK COLSTRIP MT 59323,39076,,30,Outside of SAI,45.87497604,-106.7765898,Forsyth,1
HYSHAM HILLS HYSHAM MT 59038,39071,,,Outside of SAI,46.13668321,-107.5164043,,Null
201 BEAR CREEK RD HYSHAM MT 59038,39059,,30,Outside of SAI,46.10872558,-107.0706519,Forsyth,1
4010 UPPER SARPY CREEK RD HYSHAM MT 59022,39055,,29,Outside of SAI,45.75940704,-107.0990844,Forsyth,1
FROZE TO DEATH RD HYSHAM MT 59038,38614,,30,Outside of SAI,46.32634641,-107.1926961,Forsyth,1
Null,38597,,30,Outside of SAI,Null,Null,Forsyth,1
117 MISSOURI BUTTE RD HULETT WY 82720,946315,,12,Outside of SAI,Null,Null,Worland,1
97 MUSTANG VALLEY RD HULETT WY 82720,946160,,12,Outside of SAI,Null,Null,Worland,1
393 ROCKY POINT RIDGE RD OSHOTO WY 82721,946156,,12,Outside of SAI,Null,Null,Worland,1
1 HOMESTEAD LP HULETT WY 82720,945808,,12,Outside of SAI,44.7073,-104.7792,Worland,1
314 C LAKE RANCH RD HULETT WY 82720,940748,,12,Outside of SAI,Null,Null,Worland,1
73 HOMESTEAD LOOP HULETT WY 82720,945811,,12,Outside of SAI,Null,Null,Worland,1
1369 TRAIL CREEK RD WESTON WY 82731,903792,,12,Outside of SAI,Null,Null,Worland,1
225 RIVER RD ALVA WY 82711,24651,,12,Outside of SAI,44.75576,-104.528155,Worland,1
2774 A STATE HIGHWAY 24 ALADDIN WY 82710,904345,,12,Outside of SAI,Null,Null,Worland,1
134 HOMESTEAD LOOP HULETT WY 82720,945132,,12,Outside of SAI,Null,Null,Worland,1
3185 D RD MOORCROFT WY 82720,24660,,12,Outside of SAI,44.705492,-105.059618,Worland,1
42 BRUIN RD HULETT WY 82720,944946,,12,Outside of SAI,Null,Null,Worland,1
105 SHADY LN HULETT WY 82720,944635,,12,Outside of SAI,Null,Null,Worland,1
41 BRUIN RD HULETT WY 82720,944277,,12,Outside of SAI,Null,Null,Worland,1
37 BRUIN RD HULETT WY 82720,944181,,12,Outside of SAI,Null,Null,Worland,1
241 LAKE RANCH RD HULETT WY 82720,943560,,12,Outside of SAI,Null,Null,Worland,1
220 SIMMONS CUTOFF RD ALVA WY 82711,940420,,12,Outside of SAI,Null,Null,Worland,1
1290 NEW HAVEN RD HULETT WY 82720,940815,,12,Outside of SAI,Null,Null,Worland,1
180 LITTLE MISSOURI RD HULETT WY 82720,25251,,12,Outside of SAI,44.732108,-104.890485,Worland,1
311 EWING RD HULETT WY 82720,25246,,12,Outside of SAI,44.688298,-104.751317,Worland,1
365 D4 LN HULETT WY 82720,25242,,12,Outside of SAI,44.759964,-104.795853,Worland,1
2206 STATE HWY 24 ALVA WY 82720,25240,,12,Outside of SAI,44.696027,-104.490187,Worland,1
478 D4 LN HULETT WY 82720,25237,,12,Outside of SAI,44.768756,-104.778007,Worland,1
395 D4 LN HULETT WY 82720,25236,,12,Outside of SAI,44.763281,-104.790046,Worland,1
371 D4 LN HULETT WY 82720,25233,,12,Outside of SAI,44.764162,-104.798097,Worland,1
430 D4 LN HULETT WY 82720,25232,,12,Outside of SAI,44.762483,-104.783638,Worland,1
73 SOLITUDE DR SUNDANCE WY 82729,25215,,12,Outside of SAI,44.603275,-104.372781,Worland,1
207 MISSOURI BUTTE RD HULETT WY 82720,25212,,12,Outside of SAI,44.643195,-104.82204,Worland,1
114 SCENIC DR HULETT WY 82720,25199,,12,Outside of SAI,44.685284,-104.787879,Worland,1
61 FOREST SERVICE RD RD HULETT WY 82720,25188,,,Outside of SAI,44.55663459,-104.4183635,,Null
Null,24351,,12,Outside of SAI,44.911193,-105.077972,Worland,1
1200 TURNERCREST RD WRIGHT WY 82718,931688,,,Outside of SAI,Null,Null,,Null
824 HWY 39 FORSYTH MT 59327,37961,,,Outside of SAI,46.14378386,-106.7929428,,Null
1291 HWY 39 FORSYTH MT 59327,944546,,,Outside of SAI,46.0926,-106.7444,,Null
1469 HWY 39 FORSYTH MT 59327,940878,,,Outside of SAI,46.078355,-106.722075,,Null
Null,36766,,,Outside of SAI,Null,Null,,Null
35350 E HWY 287 MORAN WY 83013,904128,,3,Outside of SAI,43.749444,-110.065,DUBOIS,1
Null,41468,,2,Outside of SAI,43.506623,-109.259907,DUBOIS,1
3299 A CX RANCH RD DECKER MT 59025,30788,,5,Outside of SAI,45.0477054,-106.9211801,Forsyth,1
3299 B CX RANCH RD DECKER MT 59025,30460,,5,Outside of SAI,Null,Null,Forsyth,1
3299 CX RANCH RD DECKER MT 59025,30787,,5,Outside of SAI,45.04754052,-106.9206145,Forsyth,1
Null,30481,,7,Outside of SAI,Null,Null,Forsyth,1
2252 HWY 39 FORSYTH MT 59327,940272,,,Outside of SAI,45.9751,-106.6555,,Null
31 SNIDER SUBDIVISION LN FORSYTH MT 59327,946124,,,Outside of SAI,Null,Null,,Null
5 SNIDER SUBDIVISION LN FORSYTH MT 59327,61106,,,Outside of SAI,45.9738902,-106.6572305,,Null
43 SNIDER SUBDIVISION LN FORSYTH MT 59327,64666,,,Outside of SAI,Null,Null,,Null
52 SNIDER SUBDIVISION LN FORSYTH MT 59327,36233,,,Outside of SAI,45.97620558,-106.6620847,,Null
53 SNIDER SUBDIVISION LN FORSYTH MT 59327,36232,,,Outside of SAI,45.97305869,-106.6635619,,Null
79 SNIDER SUBDIVISION LN FORSYTH MT 59327,36231,,,Outside of SAI,45.97328163,-106.6693062,,Null
1452 US HIGHWAY 16 EAST BUFFALO WY 82834,903014,,42,Outside of SAI,Null,Null,Sheridan,1
Null,35126,,36,Outside of SAI,44.625941,-105.845289,Forsyth,1
475 17TH ST DENVER CO 80202,946052,,,Outside of SAI,Null,Null,,Null
2 MI GOLF COURSE RD SINCLAIR WY 82334,64876,,,Outside of SAI,Null,Null,,Null
4900 THUNDERBIRD DR BOULDER CO 80303,905908,,,Outside of SAI,Null,Null,,Null
440 WASHINGTON RD WHEATLAND WY 82201,904643,,46,Outside of SAI,Null,Null,Sheridan,1
160 BROKEN ARROW RD DOUGLAS WY 82633,920616,,,Outside of SAI,Null,Null,,Null
1031 STEINLE RD DOUGLAS WY 82633,928498,,,Outside of SAI,Null,Null,,Null
79 HWY 89 ALPINE WY 83128,940253,,,Outside of SAI,Null,Null,,Null
23990 PATHFINDER RD ALCOVA WY 82620,939199,,44,Outside of SAI,Null,Null,Sheridan,1
22483 PENINSULA RD ALCOVA WY 82620,903440,,44,Outside of SAI,Null,Null,Sheridan,1
1465 N 4TH ST LARAMIE WY 82072,928943,,,Outside of SAI,Null,Null,,Null
1160 HARRISON ST LARAMIE WY 82070,902813,,,Outside of SAI,Null,Null,,Null
3693 COUNTY ROAD 222 BURNS WY 82009,921717,,48,Outside of SAI,41.31784,-104.58038,Sheridan,1
1990 COUNTY ROAD 136 CHEYENNE WY 82009,931170,,48,Outside of SAI,Null,Null,Sheridan,1
1150 COUNTY ROAD 137 BURNS WY 82009,921781,,48,Outside of SAI,Null,Null,Sheridan,1
92 W VEDAUWOO RD BUFORD WY 82052,944314,,,Outside of SAI,Null,Null,,Null
910 15TH ST DENVER CO 80202,64696,,,Outside of SAI,39.745653,-104.995833,,Null
344 COUNTY ROAD 154 CARPENTER WY 82054,946538,,10,Outside of SAI,Null,Null,Worland,1
4672 COUNTY ROAD 208 CARPENTER WY 82054,946451,,10,Outside of SAI,Null,Null,Worland,1
727 COUNTY ROAD 144 CARPENTER WY 82054,946303,,10,Outside of SAI,Null,Null,Worland,1
4468 COUNTY ROAD 208 CARPENTER WY 82054,946448,,10,Outside of SAI,Null,Null,Worland,1
745 COUNTY ROAD 144 CARPENTER WY 82054,63463,,10,Outside of SAI,Null,Null,Worland,1
549 COUNTY ROAD 154 CARPENTER WY 82054,944247,,10,Outside of SAI,Null,Null,Worland,1
3894 ROAD 207 CARPENTER WY 82054,359,,48,Outside of SAI,41.10214079,-104.5396926,Sheridan,1
209 N CLINTON BAINVILLE MT 59212,931930,,,Outside of SAI,48.144245,-104.22173,,Null
411 PINE ST APT 110 PINE BLUFFS WY 82082,5811,,9,Outside of SAI,41.18004,-104.065043,Worland,1
947 COUNTY ROAD 146 BURNS WY 82053,944988,,9,Outside of SAI,Null,Null,Worland,1
860 COUNTY ROAD 143 CARPENTER WY 82053,945013,,9,Outside of SAI,Null,Null,Worland,1
3808 BLUEBONNET LN HILLSDALE WY 82060,944957,,48,Outside of SAI,Null,Null,Sheridan,1
3715 SUNNY GLEN LN BURNS WY 82053,944891,,48,Outside of SAI,Null,Null,Sheridan,1
3776 BLUE SKY RD BURNS WY 82054,4108,,48,Outside of SAI,Null,Null,Sheridan,1
Null,4070,,9,Outside of SAI,41.249396,-104.272021,Worland,1
318 BILLY CREEK ACCESS RD BUFFALO WY 82834,914344,,42,Outside of SAI,Null,Null,Sheridan,1
1734 DRY CREEK RD BUFFALO WY 82834,944862,,36,Outside of SAI,Null,Null,Forsyth,1
23 HILLSIDE DR BUFFALO WY 82834,61829,,42,Outside of SAI,44.362205,-106.727504,Sheridan,1
69 FRENCH CREEK MTN RD BUFFALO WY 82834,906063,,42,Outside of SAI,Null,Null,Sheridan,1
1275 US HWY 16 E BUFFALO WY 82834,925252,,42,Outside of SAI,Null,Null,Sheridan,1
501 BIRCH ST BUFFALO WY 82834,926408,,42,Outside of SAI,Null,Null,Sheridan,1
121 POWDER RIVER LN BUFFALO WY 82824,927176,,42,Outside of SAI,Null,Null,Sheridan,1
332 BILLY CREEK ACCESS RD BUFFALO WY 82834,943558,,42,Outside of SAI,Null,Null,Sheridan,1
5919 I-90 WEST BUFFALO WY 82834,940546,,42,Outside of SAI,Null,Null,Sheridan,1
19132 STANGERONE RD BELLE FOURCHE SD 57717,930302,,,Outside of SAI,Null,Null,,Null
17155 OLD HWY 85 BELLE FOURCHE SD 57717,60578,,,Outside of SAI,45.029016,-103.768891,,Null
101 TOBY LN BIRNEY MT 59012,20646,,27,Outside of SAI,45.22909682,-106.6654395,Forsyth,1
19372 CARL BEMENT MEMORIAL HWY LAME DEER MT 59043,20640,,27,Outside of SAI,45.42236004,-106.4794554,Forsyth,1
965 GRAY ROCKS RD FORT LARAMIE WY 82212,910697,,,Outside of SAI,Null,Null,,Null
UNKNOWN DUP-20 ASHLAND MT 59003,20311,,26,Outside of SAI,45.49822997,-106.1762442,Forsyth,1
7313 HWY 14-16 ARVADA WY 82831,946396,,,Outside of SAI,Null,Null,,Null
661 KAUFMAN TRL HAMMOND MT 59332,40441,,35,Outside of SAI,45.12417932,-104.8391958,Forsyth,1
Null,528,,48,Outside of SAI,Null,Null,Sheridan,1
401 S ROAD 11 WORLAND WY 82401,940369,,23,1000MB/1000MB_Fiber,Null,Null,Worland,
1039 WYARNO RD SHERIDAN WY 82801,32319,,38,1000MB/1000MB_Fiber,44.813041,-106.773029,Forsyth,
103 MOUNTAIN VIEW DR THERMOPOLIS WY 82443,9134,,21,1000MB/1000MB_Fiber,43.6395,-108.227706,Worland,
975 N HIGHWAY 20 WASHAKIE WY 82401,11823,,23,1000MB/1000MB_Fiber,44.040745,-107.945062,Worland,
167 RD 521 MILES CITY MT 59301,20868,,32,1000MB/1000MB_Fiber,45.8163038,-105.6125375,Forsyth,
1607 N PARK DR NEWCASTLE WY 82701,27347,,17,1000MB/1000MB_Fiber,43.852963,-104.223752,Worland,
201 N 8TH ST SUNDANCE WY 82729,50104,,78,1000MB/1000MB_Fiber,44.408451,-104.373623,Forsyth,
617 S 2ND ST SUNDANCE WY 82729,50611,,78,1000MB/1000MB_Fiber,44.402494,-104.379064,Forsyth,
3203 OLD SUNDANCE ROAD HOUSE SUNDANCE WYOMING 82729,901456,,78,1000MB/1000MB_Fiber,44.3861,-104.3978,Forsyth,
41 AVERY LN NEWCASTLE WY 82701,26994,,17,1000MB/1000MB_Fiber,43.873052,-104.173677,Worland,
159 E BROADWAY ST THERMOPOLIS WY 82443,9864,,21,1000MB/1000MB_Fiber,43.646206,-108.198919,Worland,
23034 US HIGHWAY 85 NEWCASTLE WY 82701,28120,,17,1000MB/1000MB_Fiber,43.860093,-104.193151,Worland,
713 E OAK ST SUNDANCE WY 82729,50105,,78,1000MB/1000MB_Fiber,44.408588,-104.373763,Forsyth,
113 A W RAMSHORN DUBOIS WY 82513,945776,,3,1000MB/1000MB_Fiber,Null,Null,DUBOIS,
969 ROAD 11 1/2 WASHAKIE WY 82401,11840,,23,1000MB/1000MB_Fiber,44.041957,-107.937317,Worland,
138 STATE HWY 116 SUNDANCE WY 82729,901722,,78,1000MB/1000MB_Fiber,44.372,-104.3925,Forsyth,
110 MOUNTAIN VIEW DR THERMOPOLIS WY 82443,9133,,21,1000MB/1000MB_Fiber,43.639104,-108.228702,Worland,
302 OIL CREEK RD NEWCASTLE WY 82701,26863,,17,1000MB/1000MB_Fiber,43.923419,-104.293815,Worland,
207 N 8TH ST SUNDANCE WY 82729,50103,,78,1000MB/1000MB_Fiber,44.408957,-104.374227,Forsyth,
21 AVERY LN NEWCASTLE WY 82701,26986,,17,1000MB/1000MB_Fiber,43.874687,-104.172768,Worland,
548 DRY CREEK RD FORSYTH MT 59327,946248,,25,1000MB/1000MB_Fiber,46.1765,-106.7531,Forsyth,
805 E OAK ST SUNDANCE WY 82729,50106,,78,1000MB/1000MB_Fiber,44.409315,-104.373378,Forsyth,
5 JX BAR LANE SUNDANCE WY 82729,901633,,78,1000MB/1000MB_Fiber,44.400084,-104.256813,Forsyth,
1230 N MAIN ST STE C SHERIDAN WY 82801,65414,,41,1000MB/1000MB_Fiber,44.81045507,-106.9558943,Sheridan,
969 N HIGHWAY 20 WASHAKIE WY 82401,11822,,23,1000MB/1000MB_Fiber,44.041446,-107.944379,Worland,
929 E 10TH ST PINE BLUFFS WY 82082,5370,,19,1000MB/1000MB_Fiber,41.175402,-104.056098,Worland,
1310 ARAPAHOE ST THERMOPOLIS WY 82443,8265,,21,1000MB/1000MB_Fiber,43.647849,-108.224526,Worland,
108 MOUNTAIN VIEW DR THERMOPOLIS WY 82443,9132,,21,1000MB/1000MB_Fiber,43.639345,-108.22853,Worland,
1244 ARAPAHOE ST THERMOPOLIS WY 82443,8877,,21,1000MB/1000MB_Fiber,43.647753,-108.223775,Worland,
823 E OAK ST SUNDANCE WY 82729,50108,,78,1000MB/1000MB_Fiber,44.409549,-104.372405,Forsyth,
74 ROSCOES RUN NEWCASTLE WY 82701,26985,,17,1000MB/1000MB_Fiber,43.87747,-104.175459,Worland,
967 N HIGHWAY 20 WASHAKIE WY 82401,11821,,23,1000MB/1000MB_Fiber,44.042085,-107.944154,Worland,
301 SOUTH 27TH SHOP SUNDANCE WYOMING ,901554,,78,1000MB/1000MB_Fiber,44.410785,-104.348916,Forsyth,
750 N 7TH ST SUNDANCE WY 82729,50109,,78,1000MB/1000MB_Fiber,44.410292,-104.373396,Forsyth,
23036 US HIGHWAY 85 NEWCASTLE WY 82701,28119,,17,1000MB/1000MB_Fiber,43.860726,-104.191795,Worland,
1007 E CLEVELAND ST SUNDANCE WY 82729,49745,,78,1000MB/1000MB_Fiber,44.408805,-104.371487,Forsyth,
525 SPRUCE ST NEWCASTLE WY 82701,27587,,17,1000MB/1000MB_Fiber,43.857814,-104.211118,Worland,
106 MOUNTAIN VIEW DR THERMOPOLIS WY 82443,9131,,21,1000MB/1000MB_Fiber,43.639544,-108.228359,Worland,
803 S 27TH TR 1 SUNDANCE WY 82729,901447,,78,1000MB/1000MB_Fiber,44.4,-104.3475,Forsyth,
1234 ARAPAHOE ST THERMOPOLIS WY 82443,8876,,21,1000MB/1000MB_Fiber,43.647746,-108.223522,Worland,
23240 US HIGHWAY 85 NEWCASTLE WY 82701,26932,,17,1000MB/1000MB_Fiber,43.887712,-104.184046,Worland,
965 ROAD 11 1/2  WASHAKIE WY 82401,11830,,23,1000MB/1000MB_Fiber,44.042336,-107.937769,Worland,
1011 E CLEVELAND ST SUNDANCE WY 82729,49746,,78,1000MB/1000MB_Fiber,44.408782,-104.37116,Forsyth,
1319 W MAIN ST NEWCASTLE WY 82701,27264,,17,1000MB/1000MB_Fiber,43.851365,-104.222174,Worland,
803 S. 27TH TR 2 SUNDANCE WY 82729,901448,,78,1000MB/1000MB_Fiber,44.4,-104.3472,Forsyth,
1021 E CLEVELAND ST SUNDANCE WY 82729,49747,,78,1000MB/1000MB_Fiber,44.408762,-104.370795,Forsyth,
52 MESA RD NEWCASTLE WY 82701,26934,,17,1000MB/1000MB_Fiber,43.88623,-104.184995,Worland,
1514 YELLOWSTONE AVE WORLAND WY 82401,12168,,23,1000MB/1000MB_Fiber,44.022209,-107.947565,Worland,
424 WALDEN AVE NEWCASTLE WY 82701,27618,,17,1000MB/1000MB_Fiber,43.857005,-104.208698,Worland,
109 W RAMSHORN DUBOIS WY 82513,46458,,3,1000MB/1000MB_Fiber,43.533549,-109.633226,DUBOIS,
104 MOUNTAIN VIEW DR THERMOPOLIS WY 82443,9130,,21,1000MB/1000MB_Fiber,43.639782,-108.228215,Worland,
222 B SANDROCK RD BROADUS MT 59317,946329,,35,1000MB/1000MB_Fiber,Null,Null,Forsyth,
912 N HIGHWAY 20 WASHAKIE WY 82401,11817,,23,1000MB/1000MB_Fiber,44.050043,-107.939306,Worland,
1228 ARAPAHOE ST THERMOPOLIS WY 82443,8264,,21,1000MB/1000MB_Fiber,43.647749,-108.22329,Worland,
104 N 11TH ST SUNDANCE WY 82729,49748,,78,1000MB/1000MB_Fiber,44.40874,-104.370089,Forsyth,
5 MUSKRAT RD SHOSHONI WY 82649,901466,,20,1000MB/1000MB_Fiber,43.232868,-108.1123,Worland,
118 N 10TH ST SUNDANCE WY 82729,50116,,78,1000MB/1000MB_Fiber,44.409252,-104.371583,Forsyth,
550 E WENTWORTH ST NEWCASTLE WY 82701,27688,,17,1000MB/1000MB_Fiber,43.858058,-104.19443,Worland,
319 COLLEGE MEADOW DR SHERIDAN WY 82801,946133,,41,1000MB/1000MB_Fiber,Null,Null,Sheridan,
106 CHEVY CHASE AVE THERMOPOLIS WY 82443,9244,,21,1000MB/1000MB_Fiber,43.639504,-108.222237,Worland,
23282 A US HIGHWAY 85 NEWCASTLE WY 82701,29291,,17,1000MB/1000MB_Fiber,43.893285,-104.186041,Worland,
918 N HIGHWAY 20 WASHAKIE WY 82401,11820,,23,1000MB/1000MB_Fiber,44.049186,-107.940073,Worland,
102 MOUNTAIN VIEW DR THERMOPOLIS WY 82443,9129,,21,1000MB/1000MB_Fiber,43.639957,-108.228086,Worland,
114 S D AVE THERMOPOLIS WY 82443,9804,,21,1000MB/1000MB_Fiber,43.646079,-108.196064,Worland,
303 E 10TH ST PINE BLUFFS WY 82082,5852,,19,1000MB/1000MB_Fiber,41.174023,-104.063832,Worland,
1004 E MAIN ST SUNDANCE WY 82729,50117,,78,1000MB/1000MB_Fiber,44.409369,-104.371513,Forsyth,
1423 ODELL CT SHERIDAN WY 82801,869714,,41,1000MB/1000MB_Fiber,Null,Null,Sheridan,
309 ARAPAHOE ST THERMOPOLIS WY 82443,9462,,21,1000MB/1000MB_Fiber,43.646859,-108.20702,Worland,
1017 E MAIN ST SUNDANCE WY 82729,50110,,78,1000MB/1000MB_Fiber,44.4098,-104.370982,Forsyth,
23282 B US HIGHWAY 85 NEWCASTLE WY 82701,29290,,17,1000MB/1000MB_Fiber,43.894074,-104.186374,Worland,
914 N HIGHWAY 20 WASHAKIE WY 82401,11818,,23,1000MB/1000MB_Fiber,44.049822,-107.939453,Worland,
729 PARK ST THERMOPOLIS WY 82443,8283,,21,1000MB/1000MB_Fiber,43.650446,-108.214616,Worland,
100 MOUNTAIN VIEW DR THERMOPOLIS WY 82443,9128,,21,1000MB/1000MB_Fiber,43.640264,-108.227996,Worland,
538 WYARNO RD SHERIDAN WY 82801,32152,,38,1000MB/1000MB_Fiber,44.836192,-106.865451,Forsyth,
2145 N MAIN ST SHERIDAN WY 82801,946292,,41,1000MB/1000MB_Fiber,Null,Null,Sheridan,
151 SHERIDAN ST NEWCASTLE WY 82701,29428,,17,1000MB/1000MB_Fiber,43.847182,-104.201093,Worland,
512 MARKET ST PINE BLUFFS WY 82082,5484,,19,1000MB/1000MB_Fiber,41.179096,-104.070002,Worland,
1021 E MAIN ST SUNDANCE WY 82729,49741,,78,1000MB/1000MB_Fiber,44.40981,-104.370725,Forsyth,
173 HAMMOND VALLEY RD FORSYTH MT 59327,36641,,25,1000MB/1000MB_Fiber,Null,Null,Forsyth,
877 N ROAD 11 WASHAKIE WY 82401,11797,,23,1000MB/1000MB_Fiber,44.055129,-107.927633,Worland,
1212 ARAPAHOE ST THERMOPOLIS WY 82443,8875,,21,1000MB/1000MB_Fiber,43.64777,-108.222914,Worland,
22992 US HIGHWAY 85 NEWCASTLE WY 82701,28121,,17,1000MB/1000MB_Fiber,43.859157,-104.190791,Worland,
116 N 11TH ST SUNDANCE WY 82729,50120,,78,1000MB/1000MB_Fiber,44.409164,-104.370184,Forsyth,
3601 N MAIN ST SHERIDAN WY 82801,64698,,41,1000MB/1000MB_Fiber,Null,Null,Sheridan,
1880 COUNTY ROAD 160 PINE BLUFFS WY 82082,63702,,19,1000MB/1000MB_Fiber,41.264312,-104.147113,Worland,
1949 SUGARLAND DR SHERIDAN WY 82801,874317,,41,1000MB/1000MB_Fiber,Null,Null,Sheridan,
101 MOUNTAIN VIEW DR THERMOPOLIS WY 82443,9127,,21,1000MB/1000MB_Fiber,43.64013,-108.227341,Worland,
202 N 12 ST THERMOPOLIS WY 82443,8263,,21,1000MB/1000MB_Fiber,43.647837,-108.222664,Worland,
870 N ROAD 11 WASHAKIE WY 82401,11839,,23,1000MB/1000MB_Fiber,44.054098,-107.928889,Worland,
23284 US HIGHWAY 85 NEWCASTLE WY 82701,26963,,17,1000MB/1000MB_Fiber,43.895192,-104.186681,Worland,
126 DRY CREEK RD FORSYTH MT 59327,37934,,25,1000MB/1000MB_Fiber,46.22790423,-106.7380731,Forsyth,
113 W RAMSHORN DUBOIS WY 82513,46856,,3,1000MB/1000MB_Fiber,43.533525,-109.633772,DUBOIS,
416 MAIN ST PINE BLUFFS WY 82082,5457,,19,1000MB/1000MB_Fiber,41.180037,-104.068575,Worland,
