FullAddress,SID,PID,EXID,Service,Longitude,Latitude,Company,_overlaps
127 SAND HILLS RD MOORCROFT WY 82721,946065,,16,Outside of SAI,-104.7984332,44.30766019,Worland,
99 JUNIPER HILLS RD MOORCROFT WY 82721,946064,,16,Outside of SAI,-104.8053553,44.31926309,Worland,
91 JUNIPER HILLS RD MOORCROFT WY 82721,946063,,16,Outside of SAI,-104.8075327,44.32007065,Worland,
118 OIL BUTTE CIR MOORCROFt WY 82721,945971,,16,Outside of SAI,-104.8790521,44.451205,Worland,
63 HB DR MOORCROFT WY 82721,945910,,16,Outside of SAI,-104.9461772,44.29436221,Worland,
89 HB DR MOORCROFT WY 82721,945909,,16,Outside of SAI,-104.9499182,44.29427405,Worland,
231 OIL BUTTE CIR MOORCROFT WY 82721,18181,,16,Outside of SAI,-104.8742298,44.46083252,Worland,
24 LONDYN LN MOORCROFT WY 82721,945402,,22,Outside of SAI,-104.6956303,44.26472966,Worland,
136 OIL BUTTE CR MOORCROFT WY 82721,945325,,16,Outside of SAI,-104.8801989,44.45302476,Worland,
120 SAND HILLS RD MOORCROFT WY 82721,945187,,16,Outside of SAI,-104.8014831,44.30626525,Worland,
185 OIL BUTTE CREEK CIR MOORCROFT WY 82721,944995,,16,Outside of SAI,-104.8806508,44.4605022,Worland,
64 LONDYN LN MOORCROFT WY 82721,944722,,16,Outside of SAI,-104.6961265,44.2685093,Worland,
56 LONDYN LN MOORCROFT WY 82721,944721,,16,Outside of SAI,-104.6898618,44.26843386,Worland,
7 LONGHORN RD MOORCROFT WY 82721,944563,,16,Outside of SAI,-104.8002388,44.30624195,Worland,
5 HOVE RD. MOORCROFT WY 82721,944102,,16,Outside of SAI,-104.7324026,44.31072659,Worland,
14 BLUE BIRD RD. MOORCROFT WY 82721,944100,,16,Outside of SAI,-104.7298474,44.31005501,Worland,
213 PINE RIDGE RD. MOORCROFT WY 82721,944101,,16,Outside of SAI,-104.7288326,44.31070809,Worland,
25 FROSTY LN MOORCROFT WY 82721,940760,,16,Outside of SAI,-104.8195325,44.31181625,Worland,
3 LOFTY RIDGE LN MOORCROFT WY 82721,18195,,16,Outside of SAI,-104.9516865,44.28425703,Worland,
32 JUNIPER HILLS RD MOORCROFT WY 82721,16960,,16,Outside of SAI,-104.8164587,44.31964283,Worland,
845 OLD SUNDANCE RD MOORCROFT WY 82721,16762,,16,Outside of SAI,-104.7540776,44.33005398,Worland,
248 OIL BUTTE CIR MOORCROFT WY 82721,18202,,16,Outside of SAI,-104.8732075,44.45777473,Worland,
36 LONG HORN MOORCROFT WY 82721,18198,,16,Outside of SAI,-104.7987189,44.30131695,Worland,
49 HB DR MOORCROFT WY 82721,18197,,16,Outside of SAI,-104.9443615,44.29224044,Worland,
76 IRON RUN RD MOORCROFT WY 82721,18194,,16,Outside of SAI,-104.746359,44.30745599,Worland,
47 FROSTY LN MOORCROFT WY 82721,18190,,16,Outside of SAI,-104.815094,44.31208246,Worland,
516 D RD MOORCROFT WY 82721,18182,,16,Outside of SAI,-104.9583413,44.34909495,Worland,
25 IRON RUN RD MOORCROFT WY 82721,18173,,16,Outside of SAI,-104.7477929,44.31332921,Worland,
7 N DELTA DR MOORCROFT WY 82721,18163,,16,Outside of SAI,-104.9483432,44.2954024,Worland,
13 LARKSPUR LN MOORCROFT WY 82721,18154,,16,Outside of SAI,-104.8148811,44.32379051,Worland,
13 LONESOME DOVE LN MOORCROFT WY 82721,17463,,16,Outside of SAI,-104.7970573,44.30214648,Worland,
61 JUNIPER HILLS RD MOORCROFT WY 82721,17462,,16,Outside of SAI,-104.8119606,44.32195646,Worland,
11182 HWY 387 MIDWEST WY 82643,25637,,15,Outside of SAI,-106.1574899,43.55071941,Worland,
1342 SUSSEX RD KAYCEE WY 82639,947166,,14,Outside of SAI,-106.3925265,43.71239184,Worland,
1279 ELKHORN RUN FOUR CORNERS WY 82715,944614,,17,Outside of SAI,-104.147412,44.13408445,Worland,
546 NNN RD INGOMAR MT 59039,934064,,,Outside of SAI,-107.2881034,46.7909757,,
405 S 20TH ST W BILLINGS MT 59102,64583,,,Outside of SAI,-108.5657968,45.76137507,,
5960 CUSTER FRONTAGE RD CUSTER MT 59024,64127,,,Outside of SAI,-107.6974732,46.07398141,,
HYSHAM HILLS HYSHAM MT 59038,39071,,,Outside of SAI,-107.5164043,46.1366832,,
282 HUSEBY RD HULETT WY 82720,947241,,12,Outside of SAI,-104.5403879,44.54359787,Worland,
81 MISSOURI BUTTE RD HULETT WY 82720,947097,,12,Outside of SAI,-104.8068613,44.62866885,Worland,
74 BATES RD HULETT WY 82720,947074,,12,Outside of SAI,-104.572116,44.79340233,Worland,
2297 D RD MOORCROFT WY 82721,946918,,12,Outside of SAI,-104.9983065,44.59094538,Worland,
78 BULLDOG LN HULETT WY 82720,946836,,12,Outside of SAI,-104.6488948,44.75092398,Worland,
73 HOMESTEAD LP HULETT WY 82720,945811,,12,Outside of SAI,-104.7830399,44.71022964,Worland,
134 HOMESTEAD LP HULETT WY 82720,945132,,12,Outside of SAI,-104.7782938,44.7167224,Worland,
220 SIMMONS CUTOFF RD ALVA WY 82711,940420,,12,Outside of SAI,-104.5145055,44.72899914,Worland,
180 LITTLE MISSOURI RD HULETT WY 82720,25251,,12,Outside of SAI,-104.8904853,44.73210757,Worland,
311 EWING RD HULETT WY 82720,25246,,12,Outside of SAI,-104.7513167,44.6882978,Worland,
365 D4 LN HULETT WY 82720,25242,,12,Outside of SAI,-104.7958534,44.75996443,Worland,
2206 STATE HWY 24 ALVA WY 82720,25240,,12,Outside of SAI,-104.490187,44.69602699,Worland,
478 D4 LN HULETT WY 82720,25237,,12,Outside of SAI,-104.7780072,44.76875579,Worland,
395 D4 LN HULETT WY 82720,25236,,12,Outside of SAI,-104.7900464,44.76328133,Worland,
371 D4 LN HULETT WY 82720,25233,,12,Outside of SAI,-104.798097,44.76416169,Worland,
430 D4 LN HULETT WY 82720,25232,,12,Outside of SAI,-104.7836382,44.76248255,Worland,
61 FOREST SERVICE RD RD HULETT WY 82720,25188,,,Outside of SAI,-104.4183631,44.55663662,,
1200 TURNERCREST RD WRIGHT WY 82718,931688,,43,Outside of SAI,-105.6025636,43.51969268,Sheridan,
631 LOOKOUT RD LODGE GRASS MT 59050,944865,,5,Outside of SAI,-107.1699952,45.31219586,Forsyth,
Null,30481,,7,Outside of SAI,-106.4128362,44.95674272,Forsyth,
2252 HWY 39 FORSYTH MT 59327,940272,,,Outside of SAI,-106.6554756,45.97511782,,
31 SNIDER SUBDIVISION LN FORSYTH MT 59327,946124,,,Outside of SAI,-106.6587534,45.97347851,,
5 SNIDER SUBDIVISION LN FORSYTH MT 59327,61106,,,Outside of SAI,-106.6549418,45.9711065,,
43 SNIDER SUBDIVISION LN FORSYTH MT 59327,64666,,,Outside of SAI,-106.6610666,45.97352491,,
52 SNIDER SUBDIVISION LN FORSYTH MT 59327,36233,,,Outside of SAI,-106.6623326,45.97639324,,
53 SNIDER SUBDIVISION LN FORSYTH MT 59327,36232,,,Outside of SAI,-106.6635566,45.97299735,,
79 SNIDER SUBDIVISION LN FORSYTH MT 59327,36231,,,Outside of SAI,-106.6692435,45.97321792,,
1452 US HIGHWAY 16 EAST BUFFALO WY 82834,903014,,42,Outside of SAI,-106.5574182,44.5162954,Sheridan,
504 COUNTY ROAD 102 GRANITE CANYON WY 82059,946670,,48,Outside of SAI,-105.2005562,41.07698481,Sheridan,
301 COUNTY ROAD 324 SINCLAIR WY 82334,946668,,,Outside of SAI,-107.0820518,41.79687354,,
475 17TH ST DENVER CO 80202,946052,,,Outside of SAI,-104.988785,39.74485061,,
4900 THUNDERBIRD DR BOULDER CO 80303,905908,,,Outside of SAI,-105.232727,39.99501372,,
440 WASHINGTON RD WHEATLAND WY 82201,904643,,46,Outside of SAI,-105.0519635,42.03233477,Sheridan,
160 BROKEN ARROW RD DOUGLAS WY 82633,920616,,,Outside of SAI,-105.4833394,43.39356408,,
1031 STEINLE RD DOUGLAS WY 82633,928498,,,Outside of SAI,-105.1692003,43.33185633,,
79 HWY 89 ALPINE WY 83128,940253,,,Outside of SAI,-111.0180921,43.16286027,,
23990 PATHFINDER ALCOVA WY 82620,939199,,44,Outside of SAI,-106.8152727,42.53272089,Sheridan,
22483 PENINSULA RD ALCOVA WY 82620,903440,,44,Outside of SAI,-106.7407213,42.54602148,Sheridan,
1465 N 4TH ST LARAMIE WY 82072,928943,,,Outside of SAI,-105.5903112,41.32578897,,
1160 HARRISON LARAMIE WY 82070,902813,,,Outside of SAI,-105.6177814,41.3072182,,
3693 COUNTY ROAD 222 CHEYENNE WY 82009,921717,,48,Outside of SAI,-104.5800177,41.31731025,Sheridan,
1990 COUNTY ROAD 136 CHEYENNE WY 82009,931170,,48,Outside of SAI,-104.604762,41.28908648,Sheridan,
1150 COUNTY ROAD 137 BURNS WY 82009,921781,,48,Outside of SAI,-104.5802931,41.16606941,Sheridan,
92 W VADUWOO RD BUFORD WY 82052,944314,,,Outside of SAI,-105.4097044,41.15645148,,
910 15TH ST DENVER CO 80202,64696,,,Outside of SAI,-104.9956454,39.74569196,,
209 N CLINTON BAINVILLE MT 59212,931930,,,Outside of SAI,-104.221112,48.14631604,,
4072 I80 SERVICE RD BURNS WY 82053,4819,,9,Outside of SAI,-104.5088323,41.16040081,Worland,
3715 SUNNY GLEN LN BURNS WY 82053,944891,,48,Outside of SAI,-104.5769615,41.13350012,Sheridan,
3776 BLUE SKY RD CARPENTER WY 82054,4108,,48,Outside of SAI,-104.5641851,41.13102824,Sheridan,
5300 COUNTY RD 218 BURNS WY 82053,4070,,9,Outside of SAI,-104.2720211,41.24939606,Worland,
318 BILLY CREEK ACCESS RD BUFFALO WY 82834,914344,,42,Outside of SAI,-106.8875569,44.12145934,Sheridan,
1734 DRY CREEK RD BUFFALO WY 82834,944862,,36,Outside of SAI,-106.270289,44.1974335,Forsyth,
23 HILLSIDE DR BUFFALO WY 82834,61829,,42,Outside of SAI,-106.7288368,44.3604531,Sheridan,
69 FRENCH CREEK MOUNTAIN RD BUFFALO WY 82834,906063,,42,Outside of SAI,-106.9134149,44.3245779,Sheridan,
1275 HWY 16 E BUFFALO WY 82834,925252,,42,Outside of SAI,-106.5582914,44.48984309,Sheridan,
501 BIRCH ST BUFFALO WY 82834,926408,,42,Outside of SAI,-106.7414492,44.34403755,Sheridan,
121 POWDER RIVER LN BUFFALO WY 82834,927176,,42,Outside of SAI,-107.0704805,44.03259714,Sheridan,
332 BILLY CREEK ACCESS RD BUFFALO WY 82834,943558,,42,Outside of SAI,-106.8714849,44.1119525,Sheridan,
5919 I-90 WEST BUFFALO WY,940546,,42,Outside of SAI,-106.6790952,44.3647992,Sheridan,
19132 STANGERONE RD BELLE FOURCHE SD 57717,930302,,,Outside of SAI,-103.9029364,44.63248617,,
17155 OLD HWY 85 BELLE FOURCHE SD 57717,60578,,,Outside of SAI,-103.8045266,44.91911811,,
965 GRAY ROCKS RD FORT LARAMIE WY 82212,910697,,,Outside of SAI,-104.5577583,42.20366421,,
100 DIRTY ACRES RD BUFFALO WY 82834,947187,,36,Outside of SAI,-106.270199,44.19777125,Forsyth,
7313 HWY 14-16 ARVADA WY 82831,946396,,,Outside of SAI,-105.760982,44.70545712,,
Null,528,,48,Outside of SAI,-104.5497385,41.35372296,Sheridan,
203 CULBERTSON AVE WORLAND WY 82401,63004,,23,Fiber,-107.9662812,44.01517021,Worland,
1249 AIRPORT RD WORLAND WY 82401,14673,,23,Fiber,-107.9432157,44.0028665,Worland,
502 MARKET ST PINE BLUFFS WY 82082,6112,,19,Fiber,-104.0699808,41.17963388,Worland,
1 CEDAR PLZ LOT 1 BAGGS WY 82321,23387,,1,Fiber,-107.6597612,41.03213799,DUBOIS,
216 E WARREN ST THERMOPOLIS WY 82443,9809,,21,Fiber,-108.1973174,43.6456307,Worland,
1078 WEST RIVER RD WORLAND WY 82401,11871,,23,Fiber,-107.9744571,44.02640549,Worland,
401 S ROAD 11 WORLAND WY 82401,940369,,23,Fiber,-107.9282245,44.01656485,Worland,
23944 HWY 212 BUSBY MT 59016,30055,,29,Fiber,-106.9824733,45.52769996,Forsyth,
4206 US HIGHWAY 16 APT 12 NEWCASTLE WY 82701,29287,,17,Fiber,-104.3144492,43.88668679,Worland,
210 E 4TH ST PINE BLUFFS WY 82082,5680,,19,Fiber,-104.0662962,41.18066082,Worland,
1 CEDAR PLZ LOT 2 BAGGS WY 82321,23396,,1,Fiber,-107.6599211,41.03208912,DUBOIS,
726 WARREN ST THERMOPOLIS WY 82443,9010,,21,Fiber,-108.2147068,43.64529435,Worland,
1 CEDAR PLZ LOT 3 BAGGS WY 82321,23903,,1,Fiber,-107.6601127,41.03208354,DUBOIS,
202 E WARREN ST THERMOPOLIS WY 82443,9811,,21,Fiber,-108.1977317,43.64571335,Worland,
41 HUMPHREY RD SUNDANCE WY 82729,946339,,78,Fiber,-104.4141766,44.42546774,Forsyth,
820 S 17TH ST WORLAND WY 82401,14512,,23,Fiber,-107.9463436,44.00824927,Worland,
701 E MAIN ST SUNDANCE WY 82729,49736,,78,Fiber,-104.3744177,44.40812011,Forsyth,
23 DESIREE DR SHERIDAN WY 82801,32250,,38,Fiber,-106.8028701,44.63714511,Forsyth,
31 AIRPORT RD THERMOPOLIS WY 82401,901420,,21,Fiber,-108.2152147,43.65193408,Worland,
1 CEDAR PLZ LOT 4 BAGGS WY 82321,23388,,1,Fiber,-107.6602581,41.03203969,DUBOIS,
2 MCDOWELL RD POWDERVILLE MT 59345,20935,,32,Fiber,-105.0665895,45.61911987,Forsyth,
3203 OLD SUNDANCE RD SUNDANCE WY 82729,901456,,78,Fiber,-104.3978231,44.38612956,Forsyth,
23924 HWY 212 BUSBY MT 59016,30056,,29,Fiber,-106.9838941,45.52646518,Forsyth,
1 CEDAR PLZ LOT 10 BAGGS WY 82321,23399,,1,Fiber,-107.6608878,41.0316619,DUBOIS,
212 E BROADWAY ST THERMOPOLIS WY 82443,9819,,21,Fiber,-108.1973124,43.64668607,Worland,
4334 HWY 26 DUBOIS WY 82513,45515,,3,Fiber,-109.8271538,43.62970896,DUBOIS,
816 S 17TH ST WORLAND WY 82401,14513,,23,Fiber,-107.9463392,44.00841333,Worland,
70 MASON DR DUBOIS WY 82513,45049,,3,Fiber,-109.5855496,43.51921306,DUBOIS,
222 B SANDROCK RD BROADUS MT 59317,946329,,35,Fiber,-105.4433518,45.36055746,Forsyth,
23930 HWY 212 BUSBY MT 59016,30057,,29,Fiber,-106.9834213,45.52498069,Forsyth,
1 CEDAR PLZ LOT 36 BAGGS WY 82321,23408,,1,Fiber,-107.6614001,41.03109237,DUBOIS,
1071 WEST RIVER RD WORLAND WY 82401,11868,,23,Fiber,-107.9728871,44.02656306,Worland,
1 CEDAR PLZ LOT 6 BAGGS WY 82321,23389,,1,Fiber,-107.6604869,41.03193559,DUBOIS,
220 E BROADWAY ST THERMOPOLIS WY 82443,9821,,21,Fiber,-108.196914,43.64669007,Worland,
722 WARREN ST THERMOPOLIS WY 82443,9011,,21,Fiber,-108.2145,43.64526304,Worland,
179 SODA SPRINGS DR DUBOIS WY 82513,46688,,3,Fiber,-109.6946471,43.52821762,DUBOIS,
10222 VALLEY RD EDGEMONT SD 57735,29159,,17,Fiber,-104.0117873,43.69331517,Worland,
812 S 17TH ST WORLAND WY 82401,14514,,23,Fiber,-107.9463249,44.00864998,Worland,
3 LIMESTONE PIT RD SUNDANCE WY 82729,939152,,78,Fiber,-104.4052135,44.39339114,Forsyth,
68 W CEDAR DR BAGGS WY 82321,23386,,1,Fiber,-107.65917,41.03185197,DUBOIS,
517 E 10TH ST PINE BLUFFS WY 82082,6107,,19,Fiber,-104.0611116,41.17425459,Worland,
1 CEDAR PLZ LOT 8 BAGGS WY 82321,23390,,1,Fiber,-107.6607568,41.03177374,DUBOIS,
228 E BROADWAY ST THERMOPOLIS WY 82443,9822,,21,Fiber,-108.1964808,43.64663658,Worland,
23137 HWY 212 BUSBY MT 59016,30025,,29,Fiber,-106.9996633,45.53034681,Forsyth,
1312 E MAIN ST SUNDANCE WY 82729,50723,,78,Fiber,-104.3667201,44.40979289,Forsyth,
22988 HWY 212 BUSBY MT 59016,30287,,29,Fiber,-107.0025463,45.52853168,Forsyth,
1 CEDAR PLZ LOT 9 BAGGS WY 82321,23870,,1,Fiber,-107.6608288,41.031702,DUBOIS,
804 S 17TH ST WORLAND WY 82401,14515,,23,Fiber,-107.9463333,44.00889309,Worland,
Null,945096,,43,Fiber,-105.4919,44.26952463,Sheridan,
4 HUTT DR APT NEWCASTLE WY 82701,28731,,17,Fiber,-104.1661578,43.83883699,Worland,
1 CEDAR PLZ LOT 11 BAGGS WY 82321,23391,,1,Fiber,-107.6610041,41.03158195,DUBOIS,
232 E BROADWAY ST THERMOPOLIS WY 82443,9823,,21,Fiber,-108.196295,43.6466741,Worland,
8 HUTT DR NEWCASTLE WY 82701,28775,,17,Fiber,-104.166683,43.8384321,Worland,
271 MILLER LN THERMOPOLIS WY 82443,901417,,21,Fiber,-108.2214821,43.61085622,Worland,
360 W MAIN ST STE D NEWCASTLE WY 82701,65833,,17,Fiber,-104.2073971,43.85328469,Worland,
2024 PAINT ROCK PL WORLAND WY 82401,13253,,23,Fiber,-107.9422614,44.02162211,Worland,
710 WARREN ST THERMOPOLIS WY 82443,9012,,21,Fiber,-108.2142658,43.6452663,Worland,
1 CEDAR PLZ LOT 12 BAGGS WY 82321,23392,,1,Fiber,-107.6611155,41.03153499,DUBOIS,
1069 WEST RIVER RD WORLAND WY 82401,11867,,23,Fiber,-107.972585,44.02706762,Worland,
1 CEDAR PLZ LOT 13 BAGGS WY 82321,23393,,1,Fiber,-107.6612614,41.03152425,DUBOIS,
80 A HWY 39 FORSYTH MT 59327,943546,,25,Fiber,-106.8193355,46.24711806,Forsyth,
3 HUTT DR NEWCASTLE WY 82701,28736,,17,Fiber,-104.1657578,43.83843416,Worland,
227 E ARAPAHOE ST THERMOPOLIS WY 82443,9826,,21,Fiber,-108.1962722,43.64722959,Worland,
728 S 17TH ST WORLAND WY 82401,14516,,23,Fiber,-107.9463857,44.00913549,Worland,
55 MASON DR DUBOIS WY 82513,45050,,3,Fiber,-109.5882997,43.52036206,DUBOIS,
22896 HWY 212 BUSBY MT 59016,30028,,29,Fiber,-107.0042179,45.52852404,Forsyth,
1 CEDAR PLZ LOT 14 BAGGS WY 82321,23394,,1,Fiber,-107.6613958,41.03146844,DUBOIS,
12 SPRING MOUNTAIN CT DUBOIS WY 82513,338319,,3,Fiber,-109.5999123,43.52811088,DUBOIS,
1620 CREST WAY WORLAND WY 82401,13278,,23,Fiber,-107.9463515,44.02057554,Worland,
22638 HWY 212 BUSBY MT 59016,30029,,29,Fiber,-107.0098271,45.52853376,Forsyth,
1 CEDAR PLZ LOT 15 BAGGS WY 82321,23398,,1,Fiber,-107.6615812,41.03147358,DUBOIS,
213 1/2 E ARAPAHOE ST A THERMOPOLIS WY 82443,9923,,21,Fiber,-108.197442,43.64717777,Worland,
17 GOLDENEYE DR DUBOIS WY 82513,45051,,3,Fiber,-109.591334,43.52084241,DUBOIS,
530 ECHOSTAR DR CHEYENNE WY 82007,910587,,48,Fiber,-104.7356215,41.1300284,Sheridan,
4 HUTT DR NEWCASTLE WY 82701,28771,,17,Fiber,-104.1663001,43.83895341,Worland,
5083 US HIGHWAY 16 NEWCASTLE WY 82701,28787,,17,Fiber,-104.1677144,43.84202328,Worland,
724 S 17TH ST WORLAND WY 82401,14517,,23,Fiber,-107.9463517,44.00941059,Worland,
1 CEDAR PLZ LOT 16 BAGGS WY 82321,23395,,1,Fiber,-107.6618446,41.03145287,DUBOIS,
120 W RAMSHORN DUBOIS WY 82513,45746,,3,Fiber,-109.6341422,43.53393035,DUBOIS,
110 W ALDEN ST SUNDANCE WY 82729,905002,,78,Fiber,-104.3809773,44.39975207,Forsyth,
124 S 7 ST THERMOPOLIS WY 82443,9013,,21,Fiber,-108.2140581,43.64533402,Worland,
1 CEDAR PLZ LOT 18 BAGGS WY 82321,23400,,1,Fiber,-107.6596935,41.03169043,DUBOIS,
213 E ARAPAHOE ST THERMOPOLIS WY 82443,9830,,21,Fiber,-108.1972396,43.64716342,Worland,
1065 WEST RIVER RD WORLAND WY 82401,11866,,23,Fiber,-107.9706903,44.02779004,Worland,
110 E 8TH ST PINE BLUFFS WY 82082,5698,,19,Fiber,-104.0674978,41.17646056,Worland,
387 ASH CREEK RD BUSBY MT 59016,945089,,29,Fiber,-107.0185916,45.53515305,Forsyth,
22779 HWY 212 BUSBY MT 59016,30030,,29,Fiber,-107.0077959,45.53100451,Forsyth,
720 S 17TH ST WORLAND WY 82401,14518,,23,Fiber,-107.9463407,44.00965864,Worland,
1 CEDAR PLZ LOT 19 BAGGS WY 82321,23402,,1,Fiber,-107.6598468,41.03174751,DUBOIS,
148 GOVERNMENT VALLEY RD LOT 46 SUNDANCE WY 82729,50046,,78,Fiber,-104.3544622,44.41741826,Forsyth,
1 CEDAR PLZ LOT 21 BAGGS WY 82321,23401,,1,Fiber,-107.6597134,41.03145428,DUBOIS,
4066 I80 SERVICE RD LOT 55 BURNS WY 82503,940260,,9,Fiber,-104.5154597,41.15980282,Worland,
1515 CREST WAY WORLAND WY 82401,12157,,23,Fiber,-107.947559,44.02093893,Worland,
223 E ARAPAHOE ST THERMOPOLIS WY 82443,9828,,21,Fiber,-108.196656,43.64716622,Worland,
22643 HWY 212 BUSBY MT 59016,30031,,29,Fiber,-107.0094342,45.53052428,Forsyth,
934 STATE HIGHWAY 450 NEWCASTLE WY 82701,63961,,17,Fiber,-104.4158313,43.78860812,Worland,
4066 I80 SERVICE RD LOT 66 BURNS WY 82053,940258,,9,Fiber,-104.5131658,41.15989518,Worland,
1212 SOUTH LN WORLAND WY 82401,12395,,23,Fiber,-107.9522886,44.01964018,Worland,
705 BROADWAY ST THERMOPOLIS WY 82443,8988,,21,Fiber,-108.2141455,43.64583717,Worland,
1 CEDAR PLZ LOT 23 BAGGS WY 82321,23886,,1,Fiber,-107.6601089,41.0315012,DUBOIS,
712 S 17TH ST WORLAND WY 82401,14519,,23,Fiber,-107.9463409,44.0099237,Worland,
4066 I80 SERVICE RD LOT 65 BURNS WY 82053,940259,,9,Fiber,-104.5131603,41.15975006,Worland,
102 BARBER DUBOIS WY 82513,46044,,3,Fiber,-109.6268496,43.53469963,DUBOIS,
1 CEDAR PLZ LOT 22 BAGGS WY 82321,23403,,1,Fiber,-107.6599387,41.03148531,DUBOIS,
225 E ARAPAHOE ST THERMOPOLIS WY 82443,9827,,21,Fiber,-108.1964559,43.64709788,Worland,
21 MASON DR DUBOIS WY 82513,45052,,3,Fiber,-109.5930475,43.52165878,DUBOIS,
721 E CLEVELAND ST SUNDANCE WY 82729,49752,,78,Fiber,-104.3729258,44.40760409,Forsyth,
130 ASH CREEK RD BUSBY MT 59016,30275,,29,Fiber,-107.0139631,45.53122793,Forsyth,
1059 WEST RIVER RD WORLAND WY 82401,11865,,23,Fiber,-107.9726336,44.02856974,Worland,
708 S 17TH ST WORLAND WY 82401,14520,,23,Fiber,-107.9463443,44.01007177,Worland,
1 CEDAR PLZ LOT 24 BAGGS WY 82321,23404,,1,Fiber,-107.6602339,41.03145484,DUBOIS,
214 E BROADWAY ST THERMOPOLIS WY 82443,9820,,21,Fiber,-108.1971471,43.64677182,Worland,
1431 STOCK TR DUBOIS WY 82513,45687,,3,Fiber,-109.6682599,43.54367351,DUBOIS,
154 SHERIDAN ST NEWCASTLE WY 82701,28422,,17,Fiber,-104.2014467,43.84683928,Worland,
31 ASH CREEK RD BUSBY MT 59016,30061,,29,Fiber,-107.0184218,45.53177435,Forsyth,
1 CEDAR PLZ LOT 26 BAGGS WY 82321,23405,,1,Fiber,-107.6597707,41.0311192,DUBOIS,
2024 CLOUD PEAK DR WORLAND WY 82401,13218,,23,Fiber,-107.9417437,44.01979833,Worland,
208 E BROADWAY ST THERMOPOLIS WY 82443,9818,,21,Fiber,-108.1975395,43.64672464,Worland,
717 BROADWAY ST THERMOPOLIS WY 82443,8989,,21,Fiber,-108.2143115,43.64590427,Worland,
18 GOLDENEYE DR DUBOIS WY 82513,45053,,3,Fiber,-109.5930845,43.52075817,DUBOIS,
1 CEDAR PLZ LOT 28 BAGGS WY 82321,23786,,1,Fiber,-107.6600075,41.03111918,DUBOIS,
704 S 17TH ST WORLAND WY 82401,14521,,23,Fiber,-107.9463572,44.01024565,Worland,
1 CEDAR PLZ LOT 29 BAGGS WY 82321,23406,,1,Fiber,-107.6602027,41.03113072,DUBOIS,
4321 OLD HIGHWAY 14 SUNDANCE WY 82729,50453,,78,Fiber,-104.326717,44.42519424,Forsyth,
138 E BROADWAY ST THERMOPOLIS WY 82443,9836,,21,Fiber,-108.1990817,43.64664545,Worland,
214 S U S HWY 20 THERMOPOLIS WY 82443,10652,,21,Fiber,-108.2221331,43.62201893,Worland,
936 STATE HIGHWAY 450 NEWCASTLE WY 82701,62429,,17,Fiber,-104.4164497,43.78888296,Worland,
1 CEDR PLZ LOT 30 BAGGS WY 82321,23407,,1,Fiber,-107.6603164,41.03113879,DUBOIS,
8220 CASTLE ROCK RD CROW AGENCY MT 59022,30153,,29,Fiber,-107.1212398,45.62689934,Forsyth,
1 CEDAR PLZ LOT 32 BAGGS WY 82321,23409,,1,Fiber,-107.6607165,41.03111973,DUBOIS,
9936 HIGHWAY 59 S MILES CITY MT 59301,20972,,32,Fiber,-105.6854417,45.82996505,Forsyth,
168 E BROADWAY ST THERMOPOLIS WY 82443,9835,,21,Fiber,-108.19845,43.64672918,Worland,
8198 CASTLE ROCK RD CROW AGENCY MT 59022,30154,,29,Fiber,-107.1217473,45.62688816,Forsyth,
825 S 16TH ST WORLAND WY 82401,14557,,23,Fiber,-107.9469893,44.00807864,Worland,
309 RUPP AVE WORLAND WY 82401,63010,,23,Fiber,-107.9644776,44.0105342,Worland,
1055 WEST RIVER RD WORLAND WY 82401,11864,,23,Fiber,-107.9721891,44.02878995,Worland,
1 CEDAR PLZ LOT 33 BAGGS WY 82321,23871,,1,Fiber,-107.660851,41.03112718,DUBOIS,
2207 1/2 E CLEVELAND ST SUNDANCE WY 82729,50566,,78,Fiber,-104.3548622,44.41415964,Forsyth,
1 CEDAR PLZ LOT 34 BAGGS WY 82321,945718,,1,Fiber,-107.6610688,41.0310662,DUBOIS,
725 BROADWAY ST THERMOPOLIS WY 82443,8992,,21,Fiber,-108.2146524,43.6459123,Worland,
172 E BROADWAY ST THERMOPOLIS WY 82443,9834,,21,Fiber,-108.1982507,43.64668549,Worland,
